mode,encounter,time_s,hsep_ft,vsep_ft,ssep_ft
acas,1,0,23079.4173703696,54.1347153648185,23079.4808590472
acas,1,0.1,23053.7736408411,54.1347153648185,23053.8372001398
acas,1,0.2,23028.1299113879,54.1347153648185,23028.1935414649
acas,1,0.3,23002.4861820102,54.1347153648185,23002.5498830234
acas,1,0.4,22976.8424527083,54.1347153648185,22976.9062248159
acas,1,0.5,22951.1987234824,54.1347153648185,22951.2625668434
acas,1,0.6,22925.5549943328,54.1347153648185,22925.6189091065
acas,1,0.7,22899.9112652597,54.1347153648185,22899.9752516061
acas,1,0.8,22874.2675362634,54.1347153648185,22874.331594343
acas,1,0.9,22848.6238073441,54.1347153648185,22848.687937318
acas,1,1,22822.9800785021,54.1347153648185,22823.0442805318
acas,1,1.1,22797.3363497378,54.1347153648185,22797.4006239852
acas,1,1.2,22771.6926210512,54.1347153648185,22771.7569676792
acas,1,1.3,22746.0488924428,54.1347153648185,22746.1133116145
acas,1,1.4,22720.4051639127,54.1347153648185,22720.4696557919
acas,1,1.5,22694.7614354612,54.1347153648185,22694.8260002122
acas,1,1.6,22669.1177070887,54.1347153648185,22669.1823448762
acas,1,1.7,22643.4739787953,54.1347153648185,22643.5386897849
acas,1,1.8,22617.8302505813,54.1347153648185,22617.895034939
acas,1,1.9,22592.186522447,54.1347153648185,22592.2513803393
acas,1,2,22566.5427943927,54.1347153648185,22566.6077259867
acas,1,2.1,22540.8990664186,54.1347153648185,22540.9640718821
acas,1,2.2,22515.2553385251,54.1347153648185,22515.3204180263
acas,1,2.3,22489.6116107123,54.1347153648185,22489.6767644201
acas,1,2.4,22463.9678829807,54.1347153648185,22464.0331110643
acas,1,2.5,22438.3241553303,54.1347153648185,22438.38945796
acas,1,2.6,22412.6804277617,54.1347153648185,22412.7458051078
acas,1,2.7,22387.0367002749,54.1347153648185,22387.1021525087
acas,1,2.8,22361.3929728703,54.1347153648185,22361.4585001636
acas,1,2.9,22335.7492455481,54.1347153648185,22335.8148480733
acas,1,3,22310.1055183088,54.1347153648185,22310.1711962387
acas,1,3.1,22284.4617911525,54.1347153648185,22284.5275446607
acas,1,3.2,22258.8180640795,54.1347153648185,22258.8838933402
acas,1,3.3,22233.1743370901,54.1347153648185,22233.240242278
acas,1,3.4,22207.5306101846,54.1347153648185,22207.5965914751
acas,1,3.5,22181.8868833634,54.1347153648185,22181.9529409323
acas,1,3.6,22156.2431566266,54.1347153648185,22156.3092906506
acas,1,3.7,22130.5994299746,54.1347153648185,22130.6656406309
acas,1,3.8,22104.9557034077,54.1347153648185,22105.021990874
acas,1,3.9,22079.3119769262,54.1347153648185,22079.378341381
acas,1,4,22053.6682505303,54.1347153648185,22053.7346921527
acas,1,4.1,22028.0245242205,54.1347153648185,22028.09104319
acas,1,4.2,22002.3807979969,54.1347153648185,22002.4473944938
acas,1,4.3,21976.7370718599,54.1347153648185,21976.8037460652
acas,1,4.4,21951.0933458097,54.1347153648185,21951.1600979051
acas,1,4.5,21925.4496198468,54.1347153648185,21925.5164500143
acas,1,4.6,21899.8058939713,54.1347153648185,21899.8728023938
acas,1,4.7,21874.1621681836,54.1347153648185,21874.2291550446
acas,1,4.8,21848.5184424841,54.1347153648185,21848.5855079677
acas,1,4.9,21822.8747168729,54.1347153648185,21822.9418611639
acas,1,5,21797.2309913505,54.1347153648185,21797.2982146343
acas,1,5.1,21771.5872659172,54.1347153648185,21771.6545683798
acas,1,5.2,21745.9435405732,54.1347153648185,21746.0109224015
acas,1,5.3,21720.2998153189,54.1347153648185,21720.3672767002
acas,1,5.4,21694.6560901545,54.1347153648185,21694.723631277
acas,1,5.5,21669.0123650805,54.1347153648185,21669.0799861328
acas,1,5.6,21643.3686400972,54.1347153648185,21643.4363412687
acas,1,5.7,21617.7249152047,54.1347153648185,21617.7926966855
acas,1,5.8,21592.0811904036,54.1347153648185,21592.1490523845
acas,1,5.9,21566.4374656941,54.1347153648185,21566.5054083665
acas,1,6,21540.7937410765,54.1347153648185,21540.8617646325
acas,1,6.1,21515.1500165511,54.1347153648185,21515.2181211836
acas,1,6.2,21489.5062921184,54.1347153648185,21489.5744780208
acas,1,6.3,21463.8625677786,54.1347153648185,21463.9308351451
acas,1,6.4,21438.218843532,54.1347153648185,21438.2871925576
acas,1,6.5,21412.5751193791,54.1347153648185,21412.6435502592
acas,1,6.6,21386.93139532,54.1347153648185,21386.9999082511
acas,1,6.7,21361.2876713553,54.1347153648185,21361.3562665342
acas,1,6.8,21335.6439474851,54.1347153648185,21335.7126251097
acas,1,6.9,21310.0002237099,54.1347153648185,21310.0689839785
acas,1,7,21284.35650003,54.1347153648185,21284.4253431418
acas,1,7.1,21258.7127764457,54.1347153648185,21258.7817026006
acas,1,7.2,21233.0690529574,54.1347153648185,21233.1380623559
acas,1,7.3,21207.4253295655,54.1347153648185,21207.4944224089
acas,1,7.4,21181.7816062702,54.1347153648185,21181.8507827606
acas,1,7.5,21156.137883072,54.1347153648185,21156.2071434121
